,TH-1,TH-2,TH-3,CK-1,CK-2,CK-3,pvalue,log2FC,UPDOWN
BraA01000156,354,329,333,344,324,240,0.376311927553368,0.162136199481251,Not sig
BraA01000157,23,22,21,25,35,26,0.167279789196182,-0.381870635343645,Not sig
BraA01000159,28,5,6,15,13,46,0.427401606579188,-0.924051146766702,Not sig
BraA01000163,390,528,172,377,282,1582,0.458386276584935,-1.0398145138461,Not sig
BraA01000164,2,2,2,2,4,23,0.370512365770431,-2.27301849440642,Not sig
BraA01000165,665,455,203,1964,1900,193,0.253716361631414,-1.6166002409276,Not sig
BraA01000166,0.005,0.005,0.005,1,0.005,2,0.225662696077777,-7.64625867999003,Not sig
BraA01000167,12,9,2,9,17,26,0.182470053129764,-1.17687776208408,Not sig
BraA01000170,261,219,295,244,262,199,0.465508370014141,0.136573052875444,Not sig
BraA01000171,18,17,28,29,38,34,0.0487806632534815,-0.680931559251878,Not sig
BraA01000173,4,4,4,1,2,0.005,0.0349694231787089,1.9975975097847,Up
BraA01000174,394,413,344,397,504,473,0.132915734958879,-0.25549417068587,Not sig
BraA01000176,158,191,150,168,243,329.62,0.221865476223354,-0.56969369358949,Not sig
BraA01000178,13,5,12,7,19,36,0.332163359737648,-1.04730571477836,Not sig
BraA01000179,20,12,53,10,5,5,0.224814181440979,2.08746284125034,Not sig
BraA01000180,272,213,318,190,245,179,0.170526692155627,0.387161332147135,Not sig
BraA01000181,31,27,42,28,31,21,0.292177341917018,0.321928094887362,Not sig
BraA01000185,91,60,149,59,66,161,0.917107759027682,0.0689473537174915,Not sig
BraA01000186,3,2,0.005,3,7,2,0.272658628071118,-1.26159243165989,Not sig
BraA01000187,0.005,5,0.005,3,1,10,0.411751107190328,-1.48254431863712,Not sig
BraA01000189,349,331,273,447,521,485,0.00609835846672572,-0.608486583722899,Not sig
BraA01000190,40,28,36,37,36,49,0.335657480829004,-0.230297619421794,Not sig
BraA01000191,49,52,44,46,46,70,0.557636680162708,-0.15994091286969,Not sig
BraA01000195,0.005,1,1,3,2,3,0.0131617594868448,-1.9963977633198,Down
BraA01000196,65,42,68,63,75,76,0.253947931256157,-0.290255874568818,Not sig
BraA01000197,13,7,5,10,8,20,0.391143484652471,-0.604071323668861,Not sig
BraA01000199,71,41,71,28,46,49,0.180970605298064,0.573185332944803,Not sig
BraA01000200,86,67,67,58,76,93,0.856121630141114,-0.0451887737662556,Not sig
BraA01000201,0.005,2,0.005,18,16,42,0.0971989817934439,-5.24073201203938,Not sig
BraA01000202,115,131,142,145,157,163,0.0614447443832565,-0.261174063808266,Not sig
BraA01000203,159,28,55,92,38,57,0.702190507639418,0.371968777386958,Not sig
BraA01000205,10,4,8,8,5,9,1,0,Not sig
BraA01000206,148,103,137,96,71,109,0.102971258922541,0.491388385408959,Not sig
BraA01000207,55,66,40,69,85,68,0.10117351137908,-0.463498988235489,Not sig
BraA01000210,2,1,9,1,8,14,0.469000197879121,-0.938599455335857,Not sig
BraA01000211,178,169,164,189,209,122,0.9201537947456,-0.0251883320908332,Not sig
BraA01000212,76,58,49,59,54,89,0.665766572913569,-0.142511644467752,Not sig
BraA01000213,439,291,254,266,385,824,0.441391486217757,-0.583984733797326,Not sig
BraA01000214,45,55,125,64,20,33,0.293591348846811,0.943416471633633,Not sig
BraA01000215,79,72,93,63,69,116,0.945974596287791,-0.0234589728239891,Not sig
BraA01000216,6,88,13,8,11,10,0.426269430306155,1.88348599127357,Not sig
BraA01000217,5,7,11,5,7,15,0.72914857760264,-0.231325546106456,Not sig
BraA01000218,2898,2338,2734,3035,2402,680,0.475050585363678,0.381755448140081,Not sig
BraA01000221,251,190,353,159,177,212,0.220792428772959,0.534963114182431,Not sig
BraA01000223,159,128,121,152,142,106,0.890843656488417,0.0285691521967709,Not sig
BraA01000224,3,4,4,5,2,3,0.750738145858919,0.137503523749935,Not sig
BraA01000225,129,120,149,115,130,145,0.837466332909793,0.029294306794038,Not sig
BraA01000227,21,17,14,20,42,44,0.136332405110335,-1.02748073642211,Not sig
BraA01000229,244,223,248,163,187,180,0.0043374901355363,0.43195088221519,Not sig
BraA01000230,2,1,0.005,2,1,0.005,1,0,Not sig
BraA01000232,12,15,55,11,2,35,0.545235246717971,0.772589503896927,Not sig
BraA01000234,40,48,31,57,75,45,0.144363740283894,-0.572787786775054,Not sig
BraA01000236,53,35,91,21,26,56,0.279484156333906,0.797315250081038,Not sig
BraA01000237,80,41,51,70,95,159,0.186836855483419,-0.913585248182527,Not sig
BraA01000238,509,532,687,442,562,339,0.20829271446247,0.363643912736026,Not sig
BraA01000239,133,138,183,120,136,82,0.161780835575267,0.425669051008731,Not sig
BraA01000240,8,1,11,2,2,2,0.255908395166172,1.73696559416621,Not sig
BraA01000241,20,6,22,8,3,7,0.177625164105669,1.41503749927884,Not sig
BraA01000242,72,31,83,53,78,120,0.4394843231343,-0.432384742842741,Not sig
BraA01000243,16,24,22,14,17,19,0.241960827998505,0.31034012061215,Not sig
BraA01000244,1,0.005,1,0.005,0.005,0.005,0.183503419072274,7.06249592573376,Not sig
BraA01000245,536.76,358.69,710.51,879.59,648.76,1009.32,0.101280786648913,-0.660068512742098,Not sig
BraA01000246,99.04,62.4,135.24,154.21,116.16,189.49,0.142417784921932,-0.632287039112604,Not sig
BraA01000247,38,50,45,63,55,70,0.032066487588443,-0.499306416176448,Not sig
BraA01000248,152.17,111.51,232,275,217.92,351.69,0.0915498744064165,-0.768876279197938,Not sig
BraA01000249,99.04,62.4,135.24,154.21,116.16,189.49,0.142417784921932,-0.632287039112604,Not sig
BraA01000250,14,7,29,7,18,9,0.518677735656902,0.556393348524385,Not sig
BraA01000251,332,244,281,238,306,257,0.598774611086784,0.09749296170379,Not sig
BraA01000252,9,4,3,5,5,18,0.46449905043684,-0.807354922057604,Not sig
BraA01000253,323,252,253,282,301,627,0.373484663966413,-0.547304374662632,Not sig
BraA01000254,166,128,144,123,170,197,0.527014747532848,-0.161850879401397,Not sig
BraA01000255,13,6,13,10,23,25,0.199510862360279,-0.857980995127572,Not sig
BraA01000256,68,45,55,45,58,185,0.465687230027095,-0.777607578663552,Not sig
BraA01000258,196,210,159,209,226,306,0.179615414274809,-0.391222675003284,Not sig
BraA01000259,240,216,269,253,293,233,0.48482396288981,-0.103642333159372,Not sig
BraA01000260,220,180,185,153,209,188,0.603586520350833,0.0890050060587447,Not sig
BraA01000261,549,183,359,514,761,1016,0.095888678285456,-1.07032635698107,Not sig
BraA01000262,4,8,2,4,1,12,0.805492229958075,-0.280107919192735,Not sig
BraA01000263,18,15,9,11,15,20,0.737601578630731,-0.131244533278253,Not sig
BraA01000264,158,148,184,160,188,128,0.832255047406219,0.0418201756946272,Not sig
BraA01000265,696,633,804,449,664.56,1118,0.885000115511702,-0.0651686312042479,Not sig
BraA01000266,213,63,104,134,201,241,0.304549538588139,-0.600069393111365,Not sig
BraA01000269,32,21,33,26,22,51,0.692965719269617,-0.203091865377512,Not sig
BraA01000270,3,4,3,9,5,3,0.315871892155187,-0.765534746362977,Not sig
BraA01000271,362.38,349.66,496.41,357.73,422.69,212.61,0.412103387055023,0.283248574215082,Not sig
BraA01000273,74.62,76.34,82.59,52.27,71.31,53.39,0.0771765273760738,0.400226630137799,Not sig
BraA01000275,4,17,8,8,5,10,0.665059771063865,0.334419039070559,Not sig
BraA01000276,4,2,3,1,0.005,9,0.918011550650689,-0.152724260688704,Not sig
BraA01000277,313,295,431,237,316,278,0.245546920745467,0.322275272133867,Not sig
BraA01000278,40,18,33,22,17,40,0.696463804605147,0.204013892021593,Not sig
BraA01000279,99,73,94,108,114,128,0.0523953253124672,-0.395928676331139,Not sig
BraA01000281,27,32,21,33,26,44,0.292326739805167,-0.364572432295856,Not sig
BraA01000282,102,49,62,92,131,190,0.129655578634103,-0.955288351193607,Not sig
BraA01000283,13,22,32,13,10,11,0.180070299670249,0.978626349207433,Not sig
BraA01000284,434,457,473,412,395,366,0.0233583913427193,0.217640630995664,Not sig
BraA01000285,183,108,173,127,169,226,0.630732942226655,-0.169925001442312,Not sig
BraA01000286,178,209,177,142,128,91,0.0264639369838579,0.643696325511622,Not sig
BraA01000287,345,307,330,363,367,408,0.049195769959057,-0.212705627991889,Not sig
BraA01000288,202,175,312,144,136,66,0.0937882249921011,0.993731945067567,Not sig
BraA01000289,3913.52,3350.56,3720,4011.39,4745,3717,0.246211576136707,-0.18343957387171,Not sig
BraA01000294,21,23,22,21,16,14,0.129766506721331,0.371968777386958,Not sig
BraA01000295,36,30,41,31,45,66,0.371648082664117,-0.408280133103535,Not sig
BraA01000296,102,21,12,100,19,11,0.969022540068851,0.0544477840223762,Not sig
BraA01000297,32,26,30,49,48,24,0.309256631575545,-0.459431618637297,Not sig
BraA01000299,2.01,0.005,1.9,0.005,0.005,6.19,0.753256934730667,-0.663255907983197,Not sig
BraA01000300,113,44,72,47,100,84,0.980425805726543,-0.0125452533191137,Not sig
BraA01000301,303.99,270,398.1,213,302,301.81,0.348956019373961,0.251089361643764,Not sig
BraA01000304,0.005,0.005,1,0.005,1,3,0.378566668196023,-1.98744694965692,Not sig
BraA01000307,62,50,63.85,69,65,71.7,0.135016026431244,-0.226196458899627,Not sig
BraA01000308,4,2,7,1,3,16,0.675455528856073,-0.62148837674627,Not sig
BraA01000310,107,86,131,69,107,181,0.778888253892846,-0.139930261144475,Not sig
BraA01000311,63,48,50,45,45,62,0.70523911467364,0.0829893646710314,Not sig
BraA01000312,25,37,42,28,45,37,0.790437413621169,-0.0809199953835675,Not sig
BraA01000313,1,1,0.005,0.005,1,5,0.476496148036113,-1.58256200925071,Not sig
BraA01000314,1,0.005,2,0.005,5,3,0.374338698083479,-1.41353641180507,Not sig
BraA01000315,51,33,53,31,49,56,0.974513782510582,0.0105692417101873,Not sig
BraA01000316,9,6,11,18,19,19,0.0165281037917804,-1.10691520391651,Down
BraA01000317,310,333,491,222,304,146,0.105538519965613,0.754887502163469,Not sig
BraA01000318,3725.61,3745,4228.64,5673.64,4157.6,2147.65,0.936045531919494,-0.0340781834624853,Not sig
BraA01000319,21,16,14,21,20,12,0.860110338780614,-0.0554951125917037,Not sig
BraA01000321,2.39,0.005,2.36,2.36,2.4,2.35,0.425121703036578,-0.580404218758852,Not sig
BraA01000324,138,135,153.82,163.12,146,102,0.806023795905312,0.0540682225260954,Not sig
BraA01000325,5,10,6,10,2.74,24,0.491821331179511,-0.806962298557864,Not sig
BraA01000326,46,41,28,36,62,70,0.224045747783309,-0.546827371834385,Not sig
BraA01000327,1557,1556,2412,1799,1792,1374,0.599429514553517,0.15418074675042,Not sig
BraA01000329,125,123,143,138,141,195,0.270746682052622,-0.277718451590907,Not sig
BraA01000330,329,195,208,207,303,507,0.407336359505684,-0.474404125573458,Not sig
BraA01000331,15,18,31,27,31,42,0.146057955558135,-0.643856189774725,Not sig
BraA01000332,10,11,6,9,7,27,0.492733137838551,-0.671377252538629,Not sig
BraA01000333,863,818,863,662,992,1306,0.533839432881445,-0.218498505231957,Not sig
BraA01000334,416,357,371,307,504,648,0.399753418549999,-0.350892831139501,Not sig
BraA01000335,3,3,2,1,2,26,0.481972733046462,-1.85798099512757,Not sig
BraA01000336,7,3,6,7,5,4,1,0,Not sig
BraA01000338,14,14,9,28,19,118,0.309407615173862,-2.15686884861687,Not sig
BraA01000339,473,391,481,450,433,561,0.544034090165128,-0.102464569443184,Not sig
BraA01000340,227,249,223,296,341,343,0.0121207304359564,-0.487489293627134,Not sig
BraA01000341,133,81,119,86,143,128,0.746407197294007,-0.100401896957838,Not sig
BraA01000342,484,360,483,415,433,309,0.372771045778428,0.197779506262703,Not sig
BraA01000348,240,181,134,208,216,272,0.279358881114026,-0.32659953461126,Not sig
BraA01000349,1,0.005,0.005,0.005,2,2,0.27349960780031,-1.98744694965692,Not sig
BraA01000352,53,70,48,61,80,83,0.139017626808695,-0.389502407171706,Not sig
BraA01000353,10,12,5,8,8,14,0.746515863967458,-0.15200309344505,Not sig
BraA01000355,17,31,25,23,70,109,0.223611057565963,-1.46838692387178,Not sig
BraA01000356,166,126,118,151,173,265,0.223689777336688,-0.522643724325015,Not sig
BraA01000357,263,214,241,260,116,77,0.24985006112093,0.664472793776816,Not sig
BraA01000358,17,32,19,48,20,57,0.224333919776908,-0.878321443411748,Not sig
BraA01000359,51,68,52,37,61,97,0.698090779290333,-0.189477798863713,Not sig
BraA01000361,2.44,0.005,17.63,3.79,6,25.11,0.602779482488025,-0.797827048692338,Not sig
BraA01000363,7.56,6,2.37,2.21,0.005,13.89,0.990771896544777,-0.015762393857505,Not sig
BraA01000364,50,41,74,18,17,21,0.0642271602556503,1.55896729218821,Not sig
BraA01000365,9,2,1,2,2,2,0.510102051443364,1,Not sig
BraA01000366,95,107,115,71,101,112,0.479350821789238,0.158591910634725,Not sig
BraA01000367,5756,7520,7677,8652,8463,3584,0.965339717553521,0.0175957496811351,Not sig
BraA01000368,1,2,2,0.005,1,0.005,0.0474224610005285,2.30757280191029,Up
BraA01000369,394.92,291,477,277,367,338,0.390767235218224,0.243956924189449,Not sig
BraA01000370,1435,1387,1389,1467,1147,690,0.311735070964341,0.349949188749649,Not sig
BraA01000371,0.005,2,5,6,9,4,0.123417983883242,-1.43954246278749,Not sig
BraA01000372,2492,1730,2626,1994,2276,3736,0.570472487357934,-0.225398913986392,Not sig
BraA01000373,195,65,114,126,129,266,0.459787504456178,-0.478245102390871,Not sig
BraA01000375,22,4,16,19,35,29,0.125906632575992,-0.982722008568165,Not sig
BraA01000377,0.005,1,1,1,6,1,0.3530154657662,-1.9963977633198,Not sig
BraA01000379,1,0.005,1,2,0.005,1,0.648507896794981,-0.583762754256265,Not sig
BraA01000381,7,3,6,4,9,23,0.361687392137789,-1.16992500144231,Not sig
BraA01000383,86,40,72,47,87,61,0.958330408683006,0.0220263063299989,Not sig
BraA01000384,15,8,10,13,20,27,0.142356173680592,-0.862496476250065,Not sig
BraA01000385,185,164,267,131,205,217,0.638948826839672,0.155650870460194,Not sig
BraA01000387,0.005,1,0.005,0.005,3,3,0.231934591159608,-2.57180895295384,Not sig
BraA01000388,2,4,1,7,6,1,0.342294240659693,-1,Not sig
BraA01000389,68,62,73,64,65,103,0.533524693065878,-0.192645077942396,Not sig
BraA01000390,681,472,664,442,732,900,0.607722748348936,-0.19085747457911,Not sig
BraA01000391,176,159,176,182,202,213,0.0666132902000333,-0.224407640327184,Not sig
BraA01000392,79,81,129,146,94,161,0.228375498362403,-0.472532743954242,Not sig
BraA01000393,54,51,62,51,63,100,0.400167341252231,-0.357762693927095,Not sig
BraA01000394,49,87,74,59,67,38,0.341786531038488,0.356693513048039,Not sig
BraA01000395,20,6,11,19,15,25,0.225462268614874,-0.673189683732891,Not sig
BraA01000396,82,33,61,63,69,85,0.450224984721792,-0.302119613807182,Not sig
BraA01000397,19,47,33,46,25,54,0.504823479600005,-0.336427664582477,Not sig
BraA01000398,121,95,113,98,123,198,0.425182049454792,-0.34886265996411,Not sig
BraA01000399,2,3,0.005,3,8,2,0.289334646255019,-1.37706964907982,Not sig
BraA01000400,36,16,28,29,35,89,0.329949211753131,-0.935459747805289,Not sig
BraA01000401,123,51,60,64,83,33,0.546354856158847,0.37851162325373,Not sig
BraA01000403,578,393.2,540,444,546.14,702,0.55785274693318,-0.163154328610757,Not sig
BraA01000404,306,342,370,331,330,229,0.347047629443669,0.193860320221935,Not sig
BraA01000405,1354,1206,1474,1341,1401,1664,0.38338263458006,-0.127258411087922,Not sig
BraA01000407,458,450,577,474,559,359,0.687358613533471,0.0933037198394,Not sig
BraA01000410,0.005,1,4,3,7,7,0.0905070267914961,-1.76409277218907,Not sig
BraA01000413,263,251,320,230,273,251,0.35345232951973,0.145482860175999,Not sig
BraA01000414,1,1,1,0.005,1,6,0.546436033698388,-1.22342254993494,Not sig
BraA01000415,263,223,285,217,264,188,0.303043033958568,0.204724649273573,Not sig
BraA01000416,18,12,5,13,23,36,0.200601808277714,-1.04064198449735,Not sig
BraA01000417,12,2,20,3,2,6,0.276467548551723,1.62803122261304,Not sig
BraA01000418,29,56,43,29,42,35,0.461347433957862,0.272079545436801,Not sig
BraA01000419,125,93,168,125,111,120,0.692783201120208,0.116723606301682,Not sig
BraA01000420,3,2,3,3,11,4,0.315810294710258,-1.16992500144231,Not sig
BraA01000422,228,147,201,157,184,106,0.262802317902242,0.365793980258995,Not sig
BraA01000423,243,235,293,221,265,173,0.318255323031458,0.226452394906983,Not sig
BraA01000424,51,36,43,72,57,82,0.0441502254643616,-0.698731375678731,Not sig
BraA01000425,9,9,5,4,9,11,0.90032386178503,-0.0614005446641433,Not sig
BraA01000426,505,144,293,264,435,458,0.59354826172988,-0.296589899494707,Not sig
BraA01000428,3,4,0.005,20,11,13,0.0303620486326288,-2.6510465679812,Down
BraA01000429,89,76,106,99,85,87,1,0,Not sig
BraA01000430,237,136,164,159,262,253,0.364397353632713,-0.327826503196446,Not sig
BraA01000431,23,28,13,36,24,93,0.296491914425273,-1.25738784269265,Not sig
BraA01000432,370,329,177,471,518,613,0.0331028913006679,-0.870871372807537,Not sig
BraA01000433,45,32,33,43,38,26,0.886275108947596,0.0398927271235125,Not sig
BraA01000434,389.89,353.49,299,345.2,330.7,624.2,0.466769485629649,-0.318741287031972,Not sig
BraA01000438,63,27,46,41,53,115,0.409939089426145,-0.619896290830543,Not sig
BraA01000439,89,98,169,44,48,63,0.11134493895049,1.19960902569216,Not sig
BraA01000440,37,20,26,49,26,28,0.500009431876285,-0.311461095836294,Not sig
BraA01000441,48,33,31,71,23,10,0.90118808154814,0.106915203916512,Not sig
BraA01000442,0.005,0.005,4,2,2,1,0.830187635234103,-0.318325858207167,Not sig
BraA01000443,29,22,39,22,29,10,0.263672940645736,0.561115758766789,Not sig
BraA01000444,4075,5067,5581,5108,5444,3046,0.693598501267073,0.114677194120289,Not sig
BraA01000445,1540,1551,2145,1571,1624,1038,0.289354280524754,0.30678460862682,Not sig
BraA01000446,124,80,95,116,122,138,0.175529733611258,-0.330587177479532,Not sig
BraA01000448,24,17,39,11,24,28,0.532880589575413,0.344648171387446,Not sig
BraA01000449,172,137,183,98,111,195,0.448845311259057,0.284303022587445,Not sig
BraA01000450,17,13,24,8,5,9,0.0657445686639484,1.29545588352617,Not sig
BraA01000453,0.005,1,1,0.005,0.005,4,0.669670880709449,-1,Not sig
BraA01000454,167,175,158,142,168,202,0.842668868536937,-0.034215715337913,Not sig
BraA01000455,57,53,66,46,53,36,0.0982458285712443,0.382616021586466,Not sig
BraA01000457,5,2,5,2,3,4,0.446539023334613,0.415037499278844,Not sig
BraA01000458,3,1,0.005,2,0.005,7,0.519637349097657,-1.16892403349757,Not sig
BraA01000462,29,14,9,30,38,23,0.1612743201252,-0.807354922057604,Not sig
BraA01000463,268,469,199,447,520,193,0.592099859132239,-0.30954437043153,Not sig
BraA01000465,2,2.6,0.005,0.005,1,0.005,0.263727926687206,2.18884586333954,Not sig
BraA01000466,92,66,85,93,112,101,0.0995051791464543,-0.332575339086871,Not sig
BraA01000467,27,43,33,43,47,56,0.0791421111971075,-0.503324031696799,Not sig
BraA01000468,0.005,0.005,0.005,2,0.005,7,0.286440851783003,-9.22961996518512,Not sig
BraA01000469,2436,4644,484,8050,7073,11935,0.0290976212113345,-1.83883393762824,Down
BraA01000471,300,273,312,229,322,259,0.468652468801466,0.127755547198373,Not sig
BraA01000472,93,110,130,93,74,74,0.0837354033077804,0.466489030841301,Not sig
BraA01000473,10,3,6,7,3,26,0.512861691722215,-0.921997487998727,Not sig
BraA01000476,578,531,681,515,583,534,0.363763660877754,0.133318530180123,Not sig
BraA01000477,7,6,4,11,15,23,0.0863405302221987,-1.52724700286487,Not sig
BraA01000478,12,27,19,14,30,3,0.708769608352902,0.303392143449935,Not sig
BraA01000479,122,70,109,113,144,149,0.150444054392668,-0.431716240425474,Not sig
BraA01000481,33.5,28.5,37.5,26,26.5,57,0.779429223824766,-0.138162439057525,Not sig
BraA01000484,33.5,28.5,37.5,26,26.5,0.005,0.209248554525319,0.922241709892242,Not sig
BraA01000487,134.61,94.34,115.6,158.9,134.6,128.33,0.162407538504928,-0.291948343934894,Not sig
BraA01000488,347,335,428,345,398,341,0.816228581365187,0.0341949198835968,Not sig
BraA01000489,433,287,560,327,343,195,0.221759908233197,0.565371772363276,Not sig
BraA01000490,84,82,132,86,122,129,0.572158559533543,-0.177436260719697,Not sig
BraA01000491,115,150,176,155,165,146,0.690211442521754,-0.0795512990967598,Not sig
BraA01000492,112,99,103,93,95,85,0.052516226080488,0.201863607971775,Not sig
BraA01000493,10,5,12,5,8,0.005,0.210754748010455,1.0538930079952,Not sig
BraA01000494,18,15,12,12,19,28,0.425840502785064,-0.390789953032167,Not sig
BraA01000495,12,18.55,29,9,19,31,0.983002748910873,0.0133865536149104,Not sig
BraA01000498,2,0.45,0.005,0.005,0.005,0.005,0.310804580377816,7.35461671359354,Not sig
BraA01000499,824,992,1015.22,850,931,666,0.269172019555249,0.210409756825709,Not sig
BraA01000500,2848,2944,2974,2640,2896,2075,0.251649606521064,0.203832658739559,Not sig
BraA01000501,100,136,89,144,152,77,0.600882683263278,-0.198735912339421,Not sig
BraA01000502,43,26,24,28,27,100,0.485528002608461,-0.736965594166206,Not sig
BraA01000504,129,136,124,118,167,149,0.405772129475547,-0.157924887458287,Not sig
BraA01000505,42,26,27,29,30,43,0.751298987966558,-0.102569733640548,Not sig
BraA01000506,6,11,6,0.005,5,16,0.904378065105273,0.13090107534522,Not sig
BraA01000507,89,75,37,72,55,126,0.551209171014752,-0.331941883515381,Not sig
BraA01000508,108,91,74,75,88,344,0.467514664151105,-0.893084796083488,Not sig
BraA01000509,468,328,468,492,637,493,0.149872329795253,-0.35977735604017,Not sig
BraA01000510,246.31,237.48,254.29,208.9,186.49,157.25,0.0429821290643715,0.417437209536732,Not sig
BraA01000511,72.69,88.52,63.71,53.1,72.51,63.75,0.269806344077517,0.248280340806189,Not sig
BraA01000512,11,12,12,8,13,31,0.502454076372741,-0.571156701196126,Not sig
BraA01000513,297.19,285.08,415.63,251.6,301.87,286.55,0.334627982647311,0.248471572333901,Not sig
BraA01000514,29.81,15.92,29.37,17.4,22.13,19.45,0.36061644249827,0.348587085339897,Not sig
BraA01000515,351,288,354,238,354,277,0.372896915765794,0.192437540713974,Not sig
BraA01000516,67,64,75,58,48,87,0.751254322503274,0.0940434899151383,Not sig
BraA01000517,10,9,5,6,13,7,0.816276048718374,-0.115477217419936,Not sig
BraA01000518,69,87,131,78,83,73,0.439232150815429,0.294542207092283,Not sig
BraA01000519,168,65,47,230,47,81,0.723008305945305,-0.35453276031929,Not sig
BraA01000524,35,13,23,21,40,40,0.327635890371817,-0.508464363247113,Not sig
BraA01000525,10,10,7,12,13,17,0.0612058354835758,-0.637429920615292,Not sig
BraA01000526,2,3,1,0.005,0.005,0.005,0.074511615983958,8.64385618977473,Not sig
BraA01000527,1,3,0.005,0.005,0.005,1,0.378566668196023,1.98744694965692,Not sig
BraA01000528,15,21,10,19,42,38,0.11493267176873,-1.1057946640226,Not sig
BraA01000529,0.005,0.005,0.005,1,0.005,1,0.183503419072274,-7.06249592573376,Not sig
BraA01000530,1113,1010,1121,1057,1109,1552,0.421642002231566,-0.196752950702209,Not sig
BraA01000531,544,476,483,402,558,590,0.819402921286287,-0.0444232062452352,Not sig
BraA01000532,241,186,262,172,231,225,0.528601416240463,0.133739423812664,Not sig
BraA01000533,199,143,372,235,104,82,0.31617353445743,0.762103840962704,Not sig
BraA01000534,2,5,1,9,5,32,0.269899071574359,-2.52356195605701,Not sig
BraA01000535,67,57,50,36,76,75,0.781392193421962,-0.103950964038908,Not sig
BraA01000536,11,1,0.005,4,8,54,0.378808198676364,-2.45883062090276,Not sig
BraA01000537,1470,1146,1168,1399,1940,3397,0.238611135163134,-0.831980049727001,Not sig
BraA01000538,16,17,17,12,18,22,0.840406144804402,-0.0565835283663673,Not sig
BraA01000539,9,0.005,0.005,1,2,13,0.659044436281038,-0.828472893961186,Not sig
BraA01000545,467,491,591,419,514,423,0.262305679347258,0.191979965653225,Not sig
BraA01000546,110,90,95,120,115,108,0.0989450071884377,-0.217493621923609,Not sig
BraA01000547,535,422,777,371,385,227,0.123986939432533,0.818840576881254,Not sig
BraA01000548,390,361,446,352,504,411,0.675767475462417,-0.0819933721973075,Not sig
BraA01000549,9,6,12,17,11,11,0.206525832157997,-0.53051471669878,Not sig
BraA01000550,4,1,6,2,2,15,0.608972393197251,-0.788495894806288,Not sig
BraA01000551,105,51,60,68,94,184,0.350201663014614,-0.679740725473256,Not sig
BraA01000552,14,6,6,6,11,5,0.704939828438591,0.241008099503795,Not sig
BraA01000553,3,3,2,2,0.005,2.1,0.188867722493995,0.96261777799692,Not sig
BraA01000556,13,29,29,11,21,12,0.23603954424587,0.690315500867385,Not sig
BraA01000557,523,534,419,532,620,471,0.437305992548674,-0.136970278487575,Not sig
BraA01000558,1276,1156,1550,961,1120,786,0.0722004063682002,0.473951316479979,Not sig
BraA01000559,38,29,31,35,51,98,0.267446285639898,-0.908852111941805,Not sig
BraA01000560,303,218,300,266,356,362,0.263359270023502,-0.261276093561435,Not sig
BraA01000561,47,11,11,46,119,80,0.0896945336385469,-1.8281134822244,Not sig
BraA01000563,6,7,2,3,6,16,0.495129859311765,-0.736965594166206,Not sig
BraA01000564,31,26,4,29,24,161,0.373446504305939,-1.81072964883826,Not sig
BraA01000565,3,0.005,2,0.005,0.005,1,0.266479847477928,2.3090147760842,Not sig
BraA01000571,1272,1155,1408,1296,1319,803,0.50875834115118,0.166074180714156,Not sig
BraA01000573,2,2,6,2,1,1,0.269645291993942,1.32192809488736,Not sig
BraA01000574,63,50,81,52,58,78,0.875234536619235,0.0453239905094906,Not sig
BraA01000575,293.82,212.04,303.22,212.8,399.58,376.41,0.429761264956764,-0.289381792676046,Not sig
BraA01000576,91,23,41,58,117,124,0.175463828200682,-0.947877268923867,Not sig
BraA01000577,79.05,66.8,85.71,63.55,61.28,65.44,0.12502565545169,0.283337952842628,Not sig
BraA01000578,6.76,0.27,6.84,0.005,2.46,1.53,0.266274677091865,1.79570037939563,Not sig
BraA01000579,99.18,81.93,119.44,71.45,66.25,79.03,0.111245253607771,0.471706153404145,Not sig
BraA01000580,38,30,53,36,48,41,0.871700236250103,-0.0469210473874924,Not sig
BraA01000581,73,94,79,93,84,76,0.784356567291367,-0.0404790693550702,Not sig
BraA01000582,1,7,26,2,1,0.005,0.303644625946119,3.50009785031388,Not sig
BraA01000583,2,1,1,0.005,0.005,0.005,0.0575857681940916,8.05889368905357,Not sig
BraA01000584,127,104,132,134,153,121,0.302517929979617,-0.168599603975745,Not sig
BraA01000585,20,43,11,30,55,125,0.247403973369283,-1.50479215203717,Not sig
BraA01000586,1086,1047,1035,884,1124,1157,0.991853628596144,0.00136683576390581,Not sig
BraA01000588,331,283,483,215,272,290,0.211827447768877,0.497577021995483,Not sig
BraA01000591,0.005,0.005,0.005,5,3,3,0.0315860628540153,-9.51832530769087,Down
BraA01000592,312,225,352,237,251,199,0.206850227279413,0.37187332001167,Not sig
BraA01000593,60,57,66,59,74,69,0.299153583883134,-0.142511644467752,Not sig
BraA01000594,152,164,164,136,120,117,0.0103745884086691,0.363858775353281,Not sig
BraA01000595,4,6,4,14,9,9,0.0539015078677627,-1.1926450779424,Not sig
BraA01000596,33,28,19,40,27,31,0.345872667308878,-0.292781749227846,Not sig
BraA01000597,39,36,28,22,28,38,0.435567174377018,0.227068908545921,Not sig
BraA01000598,199.7,167.42,225.98,182.63,229.64,203.71,0.743941185119727,-0.0546081376234007,Not sig
BraA01000599,7,1,1,0.005,2,0.005,0.366042703007917,2.16272950003811,Not sig
BraA01000601,91,78,64,68,89,95,0.605249670051376,-0.113093778845636,Not sig
